FIRST_INV_DATE,NAME,GENDER,AGE,STATE,COUNTRY,INVESTMENT_TYPE,NET_ASSET_VALUE
2015,"Baum Revision, LLC",MALE,35,IL,United States,Currency,38477194
2015,MITCH RUBIN,FEMALE,35,IL,United States,Currency,6088584.11
2015,"HALF ACRE BEER COMPANY c/o Gabriel Magliaro, David Bowers",MALE,35,IL,United States,Currency,82516124.74
2015,Midway Concessions LLC,FEMALE,35,OH,United States,Currency,99655306.62
2016,Illinois Bankers Association,MALE,35,IL,United States,Currency,56599310.85
2016,American Beverage Association,FEMALE,35,CA,United States,Currency,63725358.74
2016,"Interstate JCDecaux, LLC",MALE,35,IL,United States,Currency,36075652.94
2016,"Wells Fargo Bank, N.A.",FEMALE,35,OR,United States,Currency,92069712.18
2016,Illinois Retail Merchants Association,MALE,35,IL,United States,Currency,37215796.65
2016,Piper Jaffray & Co,MALE,35,MN,United States,Currency,72631599.81
2016,MillerCoors LLC,MALE,35,IL,United States,Currency,55161682.89
2016,FedEx Corp,MALE,35,TN,United States,Currency,119422064
2016,Walgreens,FEMALE,35,IL,United States,Currency,64772961
2016,Tropical Optical Company,FEMALE,35,IL,United States,Currency,50829138.53
2016,Shapack Development Co.,MALE,35,IL,United States,Currency,2414918.06
2016,Ansaldo STS USA,MALE,35,IL,United States,Currency,101698822.6
2016,"JCDecaux Chicago, LLC",FEMALE,35,NY,United States,Currency,88807835.4
2016,Motorola Solutions,FEMALE,35,IL,United States,Currency,104088612.2
2016,Midway Concessions LLC,FEMALE,35,OH,United States,Currency,112391487.3
2016,Granite Partners for Oakwood Boulevard,FEMALE,35,IL,United States,Currency,89215566.78
2016,Reliable Asphalt Company,MALE,35,IL,United States,Currency,122157135.1
2016,Target Corporation,MALE,35,MN,United States,Currency,109270624.5
2016,JAB Merger LLC,MALE,35,IL,United States,Currency,11301236.03
2016,CareerBuilder,FEMALE,35,IL,United States,Currency,118418604.5
2016,Fulton Racine Property LLC,MALE,35,IL,United States,Currency,108897835.4
2016,Career Builder LLC,FEMALE,35,IL,United States,Currency,97230419.82
2016,"J.P. Morgan Chase Bank, NA",MALE,35,NY,United States,Currency,28807088.84
2016,"The Prime Group, Inc.",FEMALE,35,IL,United States,Currency,47982272.22
2016,Kellogg Company,FEMALE,35,MI,United States,Currency,73395326.22
2016,KeyBank National Association,FEMALE,35,OH,United States,Currency,35889228.38
2016,Thermal Chicago Corp.,FEMALE,35,IL,United States,Currency,2401657.33
2016,VGS Holdings LLC,FEMALE,35,IL,United States,Currency,123272350.4
2016,Washington Park Development Group LLC,MALE,35,IL,United States,Currency,34407553.27
2016,Cedar Street Ventures LLC,FEMALE,35,IL,United States,Currency,50193940.8
2016,BMO Harris Bank NA,MALE,35,IL,United States,Currency,71837110.03
2016,Inland Real Estate,FEMALE,35,IL,United States,Currency,41401039.24
2016,General Growth Properties,MALE,35,IL,United States,Currency,90584447.5
2016,"MAM, LLC",MALE,35,IL,United States,Currency,4980277.04
2016,601 W Companies,FEMALE,35,NY,United States,Currency,33385350.55
2016,Gibsons Restaurant Group,MALE,35,IL,United States,Currency,13464098.57
2016,Madison-DesPlaines Development LLC,FEMALE,35,IL,United States,Currency,12640880.61
2016,"Small, Jonathan",MALE,35,IL,United States,Currency,29723252.09
2016,"Jennings, John & Krissan",FEMALE,35,IL,United States,Currency,103061620
2016,"Huston, Anne",FEMALE,35,IL,United States,Currency,68259883.37
2016,Accela,MALE,35,CA,United States,Currency,34083693.44
2012,"Think Through Learning, Inc.",FEMALE,35,PA,United States,Currency,7576932.03
2012,Surface Solutions Group,FEMALE,35,IL,United States,Currency,91749225.92
2019,"SNL Realty, LLC",MALE,35,IL,United States,Currency,115409188.4
2013,K. Hovnanian Homes,MALE,35,IL,United States,Currency,47951960.16
2014,The Interfaith Housing Development Corporation of Chicago,FEMALE,35,IL,United States,Currency,15716538.79
2013,Aramark,FEMALE,35,IL,United States,Currency,42896914.67
2013,"Jupiter Realty Company,. LLC",MALE,35,IL,United States,Currency,44280837.12
2013,Monroe Acquisiton Partners,FEMALE,35,IL,United States,Currency,75055315.78
2016,"Mendoza, Javier",MALE,35,IL,United States,Currency,83149196.82
2016,Four Corners Tavern Group,MALE,35,IL,United States,Currency,76110799.98
2016,"Chamberlain, Thomas & Valerie",MALE,35,IL,United States,Currency,52740612.92
2016,Morgan Stanley Infrastructure Inc.,FEMALE,35,NY,United States,Currency,92393020.9
2016,Civic Health Development Group LLC,MALE,35,IL,United States,Currency,83722440.15
2016,"Vermilion Development, Inc.",FEMALE,35,IL,United States,Currency,120203399.8
2016,Alco Construction Company,MALE,35,IL,United States,Currency,104469738.4
2016,"HANS THEISEN C/O VAGABOND PROP, LLC",MALE,35,IL,United States,Currency,73696391.14
2016,Morningside Stewart LLC,MALE,35,IL,United States,Currency,52136192.55
2016,"Macy's Corporate Services, Inc.",MALE,35,OH,United States,Currency,77169429.41
2016,Chicago Housing Authority,FEMALE,35,IL,United States,Currency,23870343.45
2019,Anna Brown,MALE,35,IL,United States,Currency,58316310.88
2016,Park West,FEMALE,35,IL,United States,Currency,109314023.4
2016,"PANDIX GROUP, LLC C/O ROB DIXON",FEMALE,35,IL,United States,Currency,34630743.8
2016,Pfizer Inc.,FEMALE,35,CA,United States,Currency,105178711.1
2017,3i Debt Management US LLC,MALE,35,NY,United States,Currency,26812427.8
2017,Morgan Stanley Investment Management Inc.,FEMALE,35,NY,United States,Currency,33435713.06
2017,Citigroup Global Markets Inc.,FEMALE,35,NY,United States,Currency,74579045.02
2017,"ZCOF Chicago Hotel, LLC",FEMALE,35,IL,United States,Currency,13684099.41
2017,American Airlines,FEMALE,35,TX,United States,Currency,31431891.32
2017,Illinois Policy,FEMALE,35,IL,United States,Currency,54994670.9
2017,The Resurrection Project,FEMALE,35,IL,United States,Currency,98249995.27
2017,Clark Street Investors LLC,MALE,35,IL,United States,Currency,110983713.1
2017,Hispanic American Construction Industry Assoc. (HACIA),MALE,35,IL,United States,Currency,119990293.4
2017,Howe Corporation,FEMALE,35,IL,United States,Currency,101020888.9
2017,U.S. Communities,FEMALE,35,MD,United States,Currency,8239245.39
2017,Concord Sheridan LP,MALE,35,IL,United States,Currency,10460327.34
2017,Hibernian Development,MALE,35,IL,United States,Currency,12553339.47
2017,Howe Corporation,FEMALE,35,IL,United States,Currency,69308515.67
2017,Kenmore Estates LLC,MALE,35,IL,United States,Currency,43513444.23
2017,VMWare,MALE,35,CA,United States,Currency,82834197.46
2017,The Leonis Group,MALE,35,IL,United States,Currency,72022011.46
2017,Reyes Kurson,MALE,35,IL,United States,Currency,3708408.47
2017,Timothy Hague,FEMALE,35,IL,United States,Currency,62289516.03
2017,3 Diamnod Development,MALE,35,IL,United States,Currency,26163643.91
2017,"WORP 601 WNA, LLC",FEMALE,35,IL,United States,Currency,109859395.9
2017,"4700 South Ashland, LLC",FEMALE,35,IL,United States,Currency,47573327.81
2017,"Impressions International, Inc.",FEMALE,35,IL,United States,Currency,96254329.94
2017,Sonco Real Estate LLC,MALE,35,IL,United States,Currency,121573623.4
2017,"Apple, Inc",MALE,35,CA,United States,Currency,42343209.34
2017,Golden Apple Foundation,FEMALE,35,IL,United States,Currency,54033478.39
2017,Lake Park Associates Inc.,MALE,35,IL,United States,Currency,95122922.48
2017,View Chicago LLC,MALE,35,IL,United States,Currency,102103460.5
2017,"United Airlines, Inc.",MALE,35,IL,United States,Currency,112507667.7
2017,"Glenstar Properties, LLC",FEMALE,35,IL,United States,Currency,6281808.31
2017,Omar Al-Subbagh,MALE,35,IL,United States,Currency,14806591.06
2017,"Tower International, Inc.",MALE,35,MI,United States,Currency,36970233.54
2017,Evergreen Real Estate Group,MALE,35,IL,United States,Currency,91226775.16
2015,"Xsight Systems, Inc",MALE,35,TN,United States,Currency,23234087.37
2017,"RightCrowd Software, Inc.",MALE,35,WA,United States,ETF,31939907.45
2017,"SDI Presence, LLC",MALE,35,IL,United States,Bonds,17033342.82
2017,The Onni Group,FEMALE,35,IL,United States,ETF,36149359.33
2017,"Pullman Art Space, LLC",MALE,35,MN,United States,Currency,98944467.66
2011,Harper Court Partners LLC,MALE,36,IL,United States,Currency,489036.5831
2012,DePaul University,FEMALE,36,IL,United States,Currency,779014.7014
2013,MWH,FEMALE,36,CO,United States,Currency,20410.777
2013,Supervalu d/b/a Jewel-Osco and Save-a-Lot,FEMALE,36,IL,United States,Alternative,89.6526
2013,"Smithfield Properties XVI, LLC",MALE,36,IL,United States,Alternative,850606.8006
2013,Hospitality Business Assoc of Chicago,MALE,36,il,United States,ETF,635364.707
2013,Howard Natinsky,MALE,36,IL,United States,Alternative,0.4985
2013,Friedman Properties,FEMALE,36,IL,United States,Bonds,61609.4746
2014,US Bank Municipal Securities Group,MALE,36,NY,United States,Alternative,4165.0156
2015,"Utility Service Partners, Inc.",FEMALE,36,PA,United States,ETF,924753.3659
2015,Workday,FEMALE,36,CA,United States,Currency,1096810.456
2015,The Resurrection Project,FEMALE,36,IL,United States,ETF,376228.952
2014,DAREK SMOLINSKI,FEMALE,36,IL,United States,Currency,371636.3546
2014,Floyd and Elizabeth Miller,MALE,36,IL,United States,ETF,268807.2177
2015,1100 E 47th Street LLC,MALE,36,NJ,United States,Equities,191066.2394
2015,Rosenwald Courts Developers LLC,FEMALE,36,IL,United States,Equities,1233309.641
2015,South Chicago Packing Co,FEMALE,36,IL,United States,Currency,799341.2893
2017,"Steinmetz, Robert",MALE,36,IL,United States,Alternative,496183.3697
2017,Central Station LLC,MALE,36,IL,United States,Alternative,58.3409
2017,Pullman Park Development LLC,MALE,36,IL,United States,Bonds,29.1658
2011,"Tsalas, Orestis",MALE,36,IL,United States,Currency,118.4796
2011,ACG Management Co.,FEMALE,36,IL,United States,Alternative,122050.8665
2011,Institute for Justice,MALE,36,VA,United States,Alternative,424434.2066
2011,Barclays Capital Inc,FEMALE,36,NY,United States,Currency,1059548.045
2012,Chicago Lakeside Development LLC,FEMALE,36,Il,United States,Alternative,90633.2497
2012,Federal Signal Corp.,MALE,36,IL,United States,Cash,1181614.184
2011,SEIU Health Care IL%2fIN,MALE,36,IL,United States,Alternative,57968.742
2011,"Duncan Solutions, Inc.",FEMALE,36,IL,United States,Equities,1060133.116
2012,CA Inc,FEMALE,36,IL,United States,Cash,1013789.749
2012,"Midwest Generation EME, LLC",MALE,36,IL,United States,Alternative,580283.8228
2013,Kutak Rock LLP,MALE,36,IL,United States,Bonds,225923.8033
2012,VHNA,MALE,36,FL,United States,ETF,800168.889
2013,Hojeij Branded Foods,FEMALE,36,GA,United States,ETF,938419.851
2012,"We Wash Car Care Center, Inc.",MALE,36,IL,United States,Equities,33952.4327
2013,Metropolitan Housing Development Corp,FEMALE,36,IL,United States,Alternative,966045.5975
2013,ilBMO Harris Bank NA,FEMALE,36,IL,United States,ETF,745827.7606
2013,Unisys Corporation,FEMALE,36,IL,United States,Bonds,5396.8165
2013,University of Chicago,MALE,36,IL,United States,Equities,1087365.049
2013,Urban Partnership Bank,FEMALE,36,IL,United States,Alternative,638001.4061
2014,Newsweb Corp,FEMALE,36,IL,United States,Currency,1086286.441
2014,"Koch Companies Public Sector, LLC and Affiliates",FEMALE,36,WI,United States,Bonds,943377.5458
2014,"CAA Hotel Owner LLC, c/o AJ Capital Partners LLC",MALE,36,IL,United States,Alternative,61.5468
2014,Community Bankers Association of Illinois,MALE,36,IL,United States,ETF,781500.4545
2015,Tropical Optical Company,FEMALE,36,IL,United States,Alternative,1191063.5
2015,Novak Construction,FEMALE,36,IL,United States,Currency,490885.0454
2014,Conlon & Co.,MALE,36,IL,United States,Currency,1199264.286
2015,Star Traq USA,FEMALE,36,MA,United States,ETF,552936.2728
2014,"Kennedy-Jordan Manor, LLC",MALE,36,IL,United States,Equities,578054.5243
2015,"Burns & McDonnell Engineering Company, Inc.",FEMALE,36,IL,United States,Bonds,0.4124
2015,"Skyway Concession Co., LLC",FEMALE,36,IL,United States,Alternative,340091.6188
2015,Cisco Systems,FEMALE,36,CA,United States,Currency,341886.641
2015,Regency Centers Corporation,MALE,36,IL,United States,Equities,727354.3575
2018,"McDonough Associates, Inc",MALE,36,IL,United States,Equities,659845.3775
2011,"Rossini, Ciro",MALE,36,IL,United States,Alternative,366323.8048
2011,Capri Capital Partners,FEMALE,36,IL,United States,Currency,145969.4159
2012,Prime Group Realty Trust,FEMALE,36,IL,United States,Alternative,934159.6499
2012,CBS Outdoor Display Division,MALE,36,IL,United States,ETF,875172.1197
2012,"Utility Service Partners, Inc",FEMALE,36,PA,United States,Equities,406915.33
2011,A & SL Construction Inc.,MALE,36,IL,United States,Equities,363064.052
2012,"Bike Chicago, Inc",FEMALE,36,IL,United States,Bonds,614680.9228
2011,Covenant Bank,FEMALE,36,IL,United States,ETF,3807.1025
2012,"DeVry, Inc.",FEMALE,36,IL,United States,Alternative,1119.8847
2012,Integrated Development Group,FEMALE,36,IL,United States,Bonds,10392.4496
2012,"Maple Court Apts., LLC",FEMALE,36,NJ,United States,Alternative,7250.0949
2011,"Polsky, Michael",FEMALE,36,IL,United States,Alternative,5888.9801
2011,"Granite Companies, LLC",MALE,36,IL,United States,Currency,14872.414
2012,"1119 W. Webster Restaurant, LLC",MALE,36,IL,United States,Currency,325649.5283
2012,Total Outdoor,FEMALE,36,WA,United States,Currency,1119829.425
2013,Chicagoland Chamber of Commerce,MALE,36,IL,United States,Currency,516304.2505
2013,"Draper & Kramer, Inc",FEMALE,36,IL,United States,Currency,60864.4424
2014,Newmark Knight Frank,MALE,36,IL,United States,Currency,703602.0519
2014,Northwestern University,FEMALE,36,IL,United States,Currency,461089.8046
2014,Bradford Airport Logistics,MALE,36,TX,United States,Currency,564622.473
2014,Edgewater Medical Center,FEMALE,36,IL,United States,Currency,144758.2912
2014,Marathon Petroleum Company LP (subsidiaries & affiliates),FEMALE,36,OH,United States,Currency,930715.1446
2014,1518 N Astor LLC,FEMALE,36,IL,United States,Currency,712022.7229
2015,SEIU Health Care IL/IN,FEMALE,36,IL,United States,Currency,598869.0543
2015,Federation of Women Contractors,MALE,36,IL,United States,Currency,527455.0314
2014,4840 South Dorchester LLC,FEMALE,36,FL,United States,Currency,692826.2027
2015,Union Pacific Railroad,FEMALE,36,IL,United States,Currency,903016.4333
2018,Acme Refining,MALE,36,IL,United States,Currency,866912.316
2011,KPMG LLP,FEMALE,36,IL,United States,Currency,730783.2228
2011,Comcast Corp.,MALE,36,IL,United States,Currency,44160.9557
2012,Joseph Freed & Associates,FEMALE,36,IL,United States,Currency,218354.8344
2011,URS,FEMALE,36,IL,United States,Currency,214806.0596
2012,Metropolitan Chicago Healthcare Council,FEMALE,36,IL,United States,Currency,914281.0925
2011,"Berghoff Cafe, LLC",FEMALE,36,IL,United States,Currency,1030057.772
2012,Mc Donald's Corp.,MALE,36,IL,United States,Currency,256546.3687
2012,Citigroup Alternative Investments LLC,MALE,36,NY,United States,Currency,559992.2147
2012,A Finkl & Sons Co.,FEMALE,36,Il,United States,Currency,1232864.613
2012,Mercury Skyline Yacht Charters,MALE,36,IL,United States,Currency,816732.3994
2012,Metropolitan Chicago Healthcare Council,FEMALE,36,IL,United States,Currency,1178937.311
2012,AT&T Illinois,MALE,36,IL,United States,Currency,494149.8152
2012,Millennium Park Joint Venture LLC c%2fo Park Grill Food Services,FEMALE,36,IL,United States,Currency,99254.1401
2012,JAM Productions,FEMALE,36,IL,United States,Currency,424700.7234
2011,Wight & Co.,MALE,36,IL,United States,Currency,182986.7714
2011,"Parsons Commercial Technology Group, Inc",MALE,36,IL,United States,Currency,1124969.717
2012,"Euro Star Cafe, Inc",FEMALE,36,IL,United States,Currency,91438.8604
2011,High Concept Laboratories,MALE,36,IL,United States,Currency,458149.8237
2012,Cortland & Western LLC,FEMALE,36,IL,United States,Currency,584513.4744
2013,CCH Incorporated/Wolters Kluwer,FEMALE,36,IL,United States,Currency,2871.9897
2013,Lambeth Manor I LLC,FEMALE,36,OR,United States,Currency,11390.3404
2013,"Chicago Fire Commissary / Zwick, Robert",MALE,36,IL,United States,Currency,5965.7606
2013,The Children's Place,FEMALE,36,IL,United States,Currency,10185.0183
2013,YC56 LLC,FEMALE,36,IL,United States,Currency,10448.1083
2014,Chicago Development Corp,FEMALE,36,IL,United States,Currency,1415.2502
2014,Shoreline Sightseeing,FEMALE,36,IL,United States,Currency,8938.5587
2014,Heirs of Bronzeville,MALE,36,IL,United States,Currency,12238.2905
2014,Geneva Webster LLC,MALE,36,IL,United States,Currency,2038.8801
2013,XS Tennis Village LLC,MALE,36,IL,United States,Currency,10719.9574
2015,IIIFFC,MALE,36,IL,United States,Currency,9688.47
2011,"Concession Services, Inc",FEMALE,36,Il,United States,Cash,4712.8178
2011,"Reddy, Ramachandra",FEMALE,36,IN,United States,Bonds,2106.838
2011,Credit Suisse Securities (USA) LLC,FEMALE,36,NY,United States,Bonds,433379.7464
2011,"D. B. Sterlin Consultants, Inc.",MALE,36,IL,United States,Currency,259837.4407
2012,Sedgwick Properties,MALE,36,IL,United States,Equities,59334.0284
2012,Schlickman & Associates,MALE,36,IL,United States,Alternative,358373.5561
2012,"Mark IV Realty Group, Inc",FEMALE,36,IL,United States,Bonds,1067222.437
2012,G & A Construction,FEMALE,36,IL,United States,Bonds,333493.4584
2012,US Bank Municipal Securities Group,MALE,36,NY,United States,Cash,973729.8312
2012,Sprint Nextel,FEMALE,36,IL,United States,Alternative,91349.4557
2012,Tawani Enterprises Inc,MALE,36,IL,United States,Bonds,812967.8478
2012,"JCDecaux North America, Inc",FEMALE,36,NY,United States,Cash,1095768.481
2011,Arcadia Group Ltd,FEMALE,36,UK,United States,Equities,738417.6528
2011,Reynolds America Inc,FEMALE,36,NC,United States,Cash,1126456.002
2012,"Viridian Enterprise, Inc.",FEMALE,36,IL,United States,Bonds,495458.6881
2013,Rosenwald Court Apartments,FEMALE,36,IL,United States,Bonds,862136.6612
2013,JCDecaux SA,MALE,36,NY,United States,Bonds,1942.2845
2013,Chicago Parking Meters LLC,FEMALE,36,IL,United States,Equities,458548.3753
2013,Jefferies LLC,MALE,36,NY,United States,Bonds,171096.7987
2013,Gerding Edlen,MALE,36,OR,United States,ETF,1090896.395
2013,Single Room Housing Assistance Corp,MALE,36,IL,United States,Bonds,174360.4556
2014,South Chicago Packing Co,FEMALE,36,IL,United States,Currency,150776.464
2014,adPOD Media LLC,FEMALE,36,IL,United States,ETF,755860.8574
2014,Thorek Memorial Hospital,MALE,36,IL,United States,Bonds,229706.5061
2014,Lebenthal & Co LLC,FEMALE,36,IL,United States,Cash,342059.7372
2015,Barrett & Porto,MALE,36,IL,United States,Cash,757876.6618
2015,Chicago Helicopter Express,FEMALE,36,IL,United States,ETF,1100630.679
2015,Remet Corporation,MALE,36,NY,United States,Bonds,919200.047
2015,"Gorman & Company, Inc.",MALE,36,WI,United States,Cash,130303.6029
2018,"Esters, Kenneth & Marilyn, Victory Outreach",MALE,36,IL,United States,Currency,1122179.446
2011,625 W. Adams (Chicago) LLC,MALE,36,IL,United States,Currency,48.1797
2011,Centaur Construction,MALE,36,IL,United States,Currency,99.2866
2011,Goldblatts,MALE,36,Il,United States,Currency,18.2205
2011,"City Lights, Ltd.",MALE,36,IL,United States,Currency,50.5314
2011,Ancona Montessori School,FEMALE,36,Il,United States,Currency,36.8976
2011,EnerNOC Inc,MALE,36,MA,United States,Currency,94.2541
2012,Noodles & Co.,FEMALE,36,CO,United States,Currency,77.0317
2012,Oracle,FEMALE,36,VA,United States,Currency,20.1069
2011,Lexington Group,FEMALE,36,IL,United States,Currency,52.7455
2012,A Safe Haven,FEMALE,36,IL,United States,Currency,59.6576
2012,"New Moms, Inc",FEMALE,36,IL,United States,Currency,9.0286
2011,"Harmening, Thomas (Mr. & Mrs.)",FEMALE,36,IL,United States,Currency,94.6233
2012,BSB Holdings LLC,FEMALE,36,IL,United States,Currency,83.07
2012,Sedgwick Properties,FEMALE,36,IL,United States,Currency,14.1525
2012,Water Saver Faucet Co.,MALE,36,IL,United States,Currency,73.0783
2012,Water Tower Place LLC,MALE,36,IL,United States,Currency,90.0032
2012,North Park University,FEMALE,36,IL,United States,Currency,35.382
2011,"Family Guidance Centers, Inc",FEMALE,36,IL,United States,Currency,919405.6867
2012,Building Owners & Managers Assoc. of Chicago (BOMA),MALE,36,IL,United States,Currency,409121.1048
2011,Oak Brook Banks,MALE,36,IL,United States,Currency,867962.5951
2012,"AMI Group, LLC",FEMALE,36,IL,United States,Currency,553005.875
2012,One Congress Center,MALE,36,IL,United States,Currency,25563.6149
2013,"Fidelity Capital Markets, a division of National Financial Services LLC",MALE,36,MA,United States,Currency,578136.1798
2013,BMO Capital Markets GKST,MALE,36,IL,United States,Currency,1131454.015
2013,"Wal-Mart Stores, Inc.",MALE,36,AR,United States,Currency,347364.533
2013,Clear Channel,MALE,36,PA,United States,Currency,224356.746
2013,Millennium East LLC,MALE,36,IL,United States,Currency,676690.6462
2013,"Clayco, Inc.",MALE,36,IL,United States,Currency,1126439.945
2013,MARY ANNE PISTONE,FEMALE,36,IL,United States,Currency,368206.7891
2014,Harbor Group Management Co,MALE,36,VA,United States,Currency,383760.4105
2014,Mercury Cruiselines,MALE,36,IL,United States,Currency,974633.4743
2014,Urban Form LLC,MALE,36,IL,United States,Currency,38951.6756
2014,"Wal-Mart Stores, Inc.",FEMALE,36,AR,United States,Currency,809470.1256
2014,"Okmen, Muhsin",FEMALE,36,IL,United States,Currency,6694.1824
2014,Novartis Vaccines,FEMALE,36,CA,United States,Currency,8405.7727
2015,"Stranded Beauty and Barber, LLC",MALE,36,IL,United States,Currency,976993.7395
2015,Kozy Cyclery,MALE,36,IL,United States,Currency,1120682.325
2015,Noresco LLC,FEMALE,36,MA,United States,Currency,689924.4457
2015,Blue Star Properties,FEMALE,36,IL,United States,Currency,288314.2884
2015,South Street Capital LLC,FEMALE,36,IL,United States,Currency,496866.4588
2014,"Heneghan, Padraic",FEMALE,36,IL,United States,Currency,350373.3531
2015,"Whole Foods Market, Inc.",FEMALE,36,TX,United States,Currency,537807.465
2014,121 E Cermak LLC,FEMALE,36,IL,United States,Currency,536503.9422
2015,"Green Era Educational, NFP",FEMALE,36,IL,United States,Currency,337400.0456
2015,Parker Kimball LLC,FEMALE,36,IL,United States,Currency,1123939.648
2015,Sears Holdings Corp.,FEMALE,36,IL,United States,Currency,147307.6032
2015,"Alexander & Borovicka Government Solutions, LLC",FEMALE,36,IL,United States,Currency,1213979.65
2015,"Ghafari Associates, LLC",FEMALE,36,IL,United States,Currency,856110.3274
2018,"Cronnolly, John, Ace Construction",FEMALE,36,IL,United States,Currency,694261.114
2018,Smart Hotels LLC,MALE,36,OH,United States,Currency,310695.6117
2018,Roseland Community Hospital,MALE,36,IL,United States,Currency,170063.9225
2011,"Neal, Gerber & Eisenberg, LLP",MALE,36,IL,United States,Currency,957987.8998
2011,Commonwealth Edison,FEMALE,36,IL,United States,Currency,150596.2147
2011,"JCDecaux North America, Inc",MALE,36,NY,United States,Currency,1224149.697
2012,Convention Center Dr. LLC,MALE,36,IL,United States,Currency,993855.7699
2012,Chicago Lakeside Development LLC,FEMALE,36,Il,United States,Currency,572344.9236
2011,Geneva Webster LLC,FEMALE,36,IL,United States,Currency,354125.5994
2012,2242 N Seminary LLC,MALE,36,IL,United States,Currency,755332.9588
2012,St. Edmunds Redevelopment Corporation,MALE,36,IL,United States,Currency,156243.8193
2013,"Wendella Sightseeing Co., Inc",FEMALE,36,IL,United States,Currency,731043.4329
2013,"North Coast Music Group, Inc",FEMALE,36,IL,United States,Currency,12989.6047
2013,Chicago Department of Transportation (CDOT),MALE,36,IL,United States,Currency,397563.406
2013,Verizon Corporation and Affiliated Companies,FEMALE,36,IL,United States,Currency,982476.3585
2014,Chicago Carriage Cab Company,FEMALE,36,IL,United States,Currency,591688.9591
2014,Fletcher Jones Management Group,MALE,36,NV,United States,Currency,36271.4137
2015,LG Development Group,FEMALE,36,IL,United States,Currency,173433.144
2014,"2136-38 Damen, LLC",FEMALE,36,IL,United States,Currency,776065.4075
2014,"Doyle, Thomas",FEMALE,36,IL,United States,Currency,685188.1765
2018,"Kim, Dae Hyun",MALE,36,IL,United States,Currency,1033857.762
2011,"US Bancorp Investments, Inc",FEMALE,36,NY,United States,Currency,684270.2878
2011,U.S. Equities Realty LLC,MALE,36,IL,United States,Currency,228165.6528
2011,Midwest Generation,MALE,36,IL,United States,Currency,678492.0338
2011,"Capital Fitness, Inc.  d%2fb%2fa XSport Fitness",MALE,36,IL,United States,Currency,86775.3103
2011,SEIU Health Care IL%2fIN,FEMALE,36,IL,United States,Currency,545685.8198
2011,Advocate Health Care Network,FEMALE,36,IL,United States,Currency,786730.0101
2011,2704 Armitage LLC,MALE,36,IL,United States,Currency,412564.8177
2012,Gilbane Building Co.,FEMALE,36,IL,United States,Currency,1056981.583
2012,"Airport Management Services, LLC",FEMALE,36,NJ,United States,Currency,290856.0851
2012,Public Building Commission of Chicago,FEMALE,36,IL,United States,Currency,865710.8502
2012,Dialogue Direct,MALE,36,NY,United States,Currency,940335.1654
2011,Advocate Health Care Network,FEMALE,36,IL,United States,Currency,694644.1547
2011,"US Bancorp Investments, Inc",FEMALE,36,NY,United States,Currency,428176.5848
2012,"Interstate JCDecaux, LLC",MALE,36,NJ,United States,Currency,11679.4362
2012,"Hammerschlag & Co., Inc.",MALE,36,IL,United States,Currency,10333.4551
2013,Building Owners & Managers Assoc. of Chicago (BOMA),FEMALE,36,IL,United States,Currency,11135.0306
2013,"Publishing Properties, LLC",FEMALE,36,IL,United States,Currency,204.2692
2013,"Spectrum Real Estate Services, Inc",FEMALE,36,IL,United States,Currency,2391.4508
2015,"Spainhour, Jon and Mary Kelly",MALE,36,IL,United States,Currency,1167967.239
2015,Reliable Asphalt Company,MALE,36,IL,United States,Currency,434003.7211
2015,1600 E 53rd St. LLC,FEMALE,36,NJ,United States,Currency,883152.6952
2019,"Swan Property Development, Inc",FEMALE,36,IL,United States,Currency,523475.4713
2019,100 N. Western LLC,FEMALE,36,Il,United States,Currency,835693.8951
2015,New Chinatown Real Estate,FEMALE,36,IL,United States,Currency,1113414.261
2015,Altria Client Services LLC,FEMALE,36,OH,United States,Currency,208948.4784
2015,"Pivot3, Inc.",MALE,36,IL,United States,Currency,1197656.734
2015,Winthrop House LLC,MALE,36,IL,United States,Currency,63189534.78
2019,Street Mac,FEMALE,36,IL,United States,Currency,19838560.71
2015,Philips Lighting,MALE,36,IL,United States,Currency,51133100.22
2015,Commonwealth Edison Co,MALE,36,IL,United States,Currency,8060429.44
2015,GW PROPERTY GROUP C/O MITCH GOLTZ,MALE,36,IL,United States,Currency,68011009.88
2015,"Kramer, Scott",FEMALE,36,IL,United States,Currency,104101831.7
2016,Pancal Pulaski LLC,FEMALE,36,IL,United States,Currency,5970048.51
2016,Rosenwald Court Apartments,FEMALE,36,IL,United States,Currency,65330768.43
2016,VHNA Acquisitions LP,FEMALE,36,FL,United States,Currency,118665472.3
2016,La Rabida Children's Hospital,MALE,36,IL,United States,Currency,96409142.86
2016,Ted Wynn,FEMALE,36,IL,United States,Currency,113804921.7
2016,Sonia Shankman School Corp.,FEMALE,36,Il,United States,Currency,61310243.55
2016,Loop Capital Markets,MALE,36,IL,United States,Currency,109524025.6
2016,Noble Network of Charter Schools,FEMALE,36,IL,United States,Currency,40544816.81
2016,"Macquarie Infrastructure and Real Assets, Inc",MALE,36,NY,United States,Currency,36859844.77
2016,"Apple, Inc",MALE,36,CA,United States,Currency,108384469.6
2016,"Midwest Gaming & Entertainment, LLC",FEMALE,36,IL,United States,Currency,82103320.33
2016,"White Castle System, Inc.",MALE,36,OH,United States,Currency,37213240.7
2016,Gold Coast Tickets,FEMALE,36,IL,United States,Currency,120483968.2
